"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"А. А. Кирмаловой. (1). 5 мая 1851.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Ф. А. Кони. (1). 10 мая 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Е. А. Языковой. (1). 12 августа 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Е. А., М. А. Языковым. (1). 23 августа 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"П. Ф. Броку. (1). 2 сентября 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"В. П. Боткину. (1). 26 сентября 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 3—4 ноября 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 20 ноября 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А., Е. А. Языковым. (1). 8 декабря 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 27 декабря 1852.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 9—11 января 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Языковым, Майковым. (1). 18 января 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 17 марта 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А., Е. А. Языковым. (1). 17—18 марта 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 29 марта 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 18—19 мая 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 25—26 мая 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 28 мая 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А., Е. А. Языковым. (1). 19 июня 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Ю. Д. Ефремовой. (1). 20 июня 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. И. Льховскому. (1). 26 июля — 9—10 августа 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"А. Н., А. И. Майковым. (1). 29 июля — 10 августа 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Э. А. Белавиной. (1). 30 июля — 10 августа 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А., Е. А. Языковым. (1). 31 июля 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 20 августа 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 15 сентября 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"А. Н. Майкову. (1). 20 сентября 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"А. С. Норову. (1). 20 сентября 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 15 декабря 1853.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 13 марта 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 14 марта 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 15 июля 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 5 августа 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. А. Языкову. (1). 17 августа 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 14—16 сентября 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Ю. Д. Ефремовой. (1). 15 сентября 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"А. А. Краевскому. (1). 15—16 сентября 1854.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"К. Н. Григорьеву. (1). 31 декабря 1854 — 13 января 1855.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. С. Волконскому. (1). 13 января 1855.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"Н. А. Майкову. (1). 13 января 1855.";;
"Гончаров, Иван Александрович";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"М. С. Волконскому. (1). 14 января 1855.";;
"В. Андр. Солоницын";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. А. Гончарову. (1). 3 сентября 1843.";;
"В. Андр. Солоницын";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. А. Гончарову. (1). 1 декабря 1843.";;
"В. Андр. Солоницын";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. А. Гончарову. (1). 18 января 1844.";;
"В. Андр. Солоницын";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. А. Гончарову. (1). 6 марта 1844.";;
"В. Андр. Солоницын";;"Гончаров И. А. Полное собрание сочинений и писем: В 20 т. Т. 15: Письма. 1842 - январь 1855. СПб.: Наука, 2017. 549, [1] с., 1 л. портр.";2017;"письмо";"односторонняя";"И. А. Гончарову. (1). 25 апреля 1844.";;
"В. Андр., В. Ал. Солоницыны";;;;;;;;
